User's manual r01uh0959ej0110-rl78g15; Version 1.00; April 13, 2023
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
C1OE,11.3.4 Comparator Output Control Register (COMPOCR),Figure11-5.FormatofComparatorOutputControlRegister(COMPOCR),2,,
C1OP,11.3.4 Comparator Output Control Register (COMPOCR),Figure11-5.FormatofComparatorOutputControlRegister(COMPOCR),2,,
SPDMD,11.3.4 Comparator Output Control Register (COMPOCR),Figure11-5.FormatofComparatorOutputControlRegister(COMPOCR),2,,
TDR02,6.2.2 Timer data register mn (TDRmn),"Figure6-7.FormatofTimerDataRegistermn(TDRmn)(n=0,2,4to7)",,,
TDR03,6.2.2 Timer data register mn (TDRmn),"Figure6-8.FormatofTimerDataRegistermn(TDRmn)(n=1,3)",,,
TDR03L,6.2.2 Timer data register mn (TDRmn),"Figure6-8.FormatofTimerDataRegistermn(TDRmn)(n=1,3)",,,
TDR03H,6.2.2 Timer data register mn (TDRmn),"Figure6-8.FormatofTimerDataRegistermn(TDRmn)(n=1,3)",,,
TDR04,6.2.2 Timer data register mn (TDRmn),"Figure6-7.FormatofTimerDataRegistermn(TDRmn)(n=0,2,4to7)",,,
TDR05,6.2.2 Timer data register mn (TDRmn),"Figure6-7.FormatofTimerDataRegistermn(TDRmn)(n=0,2,4to7)",,,
TDR06,6.2.2 Timer data register mn (TDRmn),"Figure6-7.FormatofTimerDataRegistermn(TDRmn)(n=0,2,4to7)",,,
TDR07,6.2.2 Timer data register mn (TDRmn),"Figure6-7.FormatofTimerDataRegistermn(TDRmn)(n=0,2,4to7)",,,
ITMC,7.3.3 Interval timer control register (ITMC),Figure7-4.FormatofIntervalTimerControlRegister(ITMC),,,
CMC,5.3.1 Clock operation mode control register (CMC),Figure5-2.FormatofClockOperationModeControlRegister(CMC),,,
CSC,5.3.3 Clock operation status control register (CSC),Figure5-4.FormatofClockOperationStatusControlRegister(CSC),,,
HIOSTOP,5.3.3 Clock operation status control register (CSC),Figure5-4.FormatofClockOperationStatusControlRegister(CSC),2,,
MSTOP,5.3.3 Clock operation status control register (CSC),Figure5-4.FormatofClockOperationStatusControlRegister(CSC),2,,
OSTC,5.3.4 Oscillation stabilization time counter status register (OSTC),Figure5-5.FormatofOscillationStabilizationTimeCounterStatusRegister(OSTC),,,
OSTS,5.3.5 Oscillation stabilization time select register (OSTS),Figure5-6.FormatofOscillationStabilizationTimeSelectRegister(OSTS),,,
CKC,5.3.2 System clock control register (CKC),Figure5-3.FormatofSystemClockControlRegister(CKC),,,
MCM0,5.3.2 System clock control register (CKC),Figure5-3.FormatofSystemClockControlRegister(CKC),2,,
MCS,5.3.2 System clock control register (CKC),Figure5-3.FormatofSystemClockControlRegister(CKC),2,,
CKS0,8.3.1 Clock output select register 0 (CKS0),Figure8-2.FormatofClockOutputSelectRegister0(CKS0),,,
PCLOE0,8.3.1 Clock output select register 0 (CKS0),Figure8-2.FormatofClockOutputSelectRegister0(CKS0),2,,
RESF,16.3.1 Reset Control Flag Register (RESF),Figure16-4.FormatofResetControlFlagRegister(RESF),,,
WDTE,9.3.1 Watchdog timer enable register (WDTE),Figure9-2.FormatofWatchdogTimerEnableRegister(WDTE),,,
IF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",,,
WDTIIF,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF1,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF2,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF3,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF4,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF5,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
STIF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
CSIIF00,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
IICIF00,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
IF0L,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",,,
IF0H,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",,,
SRIF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
CSIIF01,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
IICIF01,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
SREIF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF01H,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF00,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF01,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
ADIF,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF6,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
PIF7,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
IF1,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",,,
TMIF03H,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
IICAIF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF02,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF03,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
ITIF,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF04,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF05,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
TMIF06,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
IF1L,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",,,
IF1H,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",,,
TMIF07,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
CMPIF0,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
CMPIF1,"14.3.1 Interrupt request flag registers (IF0L, IF0H, IF1L, IF1H)","Figure14-2.FormatofInterruptRequestFlagRegisters(IF0L,IF0H,IF1L,IF1H)",1,,XXIFX
MK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",,,
WDTIMK,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK1,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK2,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK3,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK4,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK5,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
STMK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
CSIMK00,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
IICMK00,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
MK0L,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",,,
MK0H,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",,,
SRMK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
CSIMK01,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
IICMK01,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
SREMK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK01H,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK00,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK01,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
ADMK,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK6,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PMK7,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
MK1,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",,,
TMMK03H,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
IICAMK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK02,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK03,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
ITMK,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK04,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK05,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
TMMK06,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
MK1L,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",,,
MK1H,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",,,
TMMK07,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
CMPMK0,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
CMPMK1,"14.3.2 Interrupt mask flag registers (MK0L, MK0H, MK1L, MK1H)","Figure14-3.FormatofInterruptMaskFlagRegisters(MK0L,MK0H,MK1L,MK1H)",1,,XXMKX
PR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
WDTIPR0,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR01,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR02,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR03,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR04,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR05,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
STPR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR000,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR000,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR00L,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
PR00H,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
SRPR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR001,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR001,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SREPR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR001H,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR000,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR001,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
ADPR0,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR06,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR07,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR01,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
TMPR003H,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICAPR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR002,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR003,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
ITPR0,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR004,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR005,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR006,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR01L,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
PR01H,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
TMPR007,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CMPPR00,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CMPPR01,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR10,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
WDTIPR1,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR10,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR11,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR12,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR13,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR14,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR15,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
STPR10,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR100,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR100,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR10L,"14.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR10L, PR10H, PR11L, PR11H)",Figure14-4.FormatofPrioritySpecificationFlagRegisters,,,
